s_1_1;s_218_1;s_219_1;s_2_1;s_3;s_4;s_5;s_6;s_7;s_8;s_19;s_23;s_191_1;s_191_2;s_191_3;s_191_4;s_191_5;s_84;s_85;s_86;s_87;s_173;s_192;s_227;s_228;s_229;s_230;s_231;s_232;s_233;s_234;s_235;s_236;s_284;s_285;s_286;s_287;s_288;s_336;s_337;s_338;s_339;s_340;s_341;s_342;s_343;s_111;s_391;s_392;s_393;s_394;s_395;s_396;s_397;s_398;s_399;s_401;s_410;s_421;s_427;s_436;s_446;s_460;s_461;s_112;s_200;s_217;s_204;s_205;s_206;s_207;s_208;s_209;s_210;s_211;s_216;s_143;s_144;s_145;s_146;s_147;s_148;s_149;lang;stato_1;stato_2;stato_3;stato_4;stato_5
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;0;1;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;0;0;1;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;;39;Colombia;5;1;1;30;30;1;1;1;1;1;1;5;2;6;1;1;6;5;2;5;5;5;4;5;1;1;4;2;2;2;2;6;5;4;5;4;5;2;1;Juegos de superar niveles;4;5;4;5;5;4;1;1;1;1;2;2;2;2;2;5;2;;1;1;3;;3;;3;;5;;;2;1;2;2;2;2;2;3;0;0;0;1;0
1;1;1;1;2;23;Colombia;4;1;3;19;4;1;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;0;1;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;2;66;Mexico;4;2;4;34;4;1;1;1;1;1;4;4;2;5;2;2;2;2;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;3;1;1;1;6;6;4;4;5;4;4;;1;1;2;Considero que se ha manejado muy mal la pandemia, que hay mucho trasfondo político.;3;Por el manejo político y social;2;;5;Me parece más sano;;1;1;1;1;1;1;1;3;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;0;1;0;0
1;1;1;1;2;;Thailand;8;1;3;42;3;1;1;1;1;1;3;4;1;6;2;1;5;4;1;1;1;4;1;1;3;1;3;5;1;2;1;1;1;7;7;7;7;7;7;;4;5;1;1;6;5;1;2;1;3;3;7;2;1;3;4;1;;1;1;5;????????????????????????????????;3;??????????;3;;3;;;2;4;2;1;1;1;2;7;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;2;23;Colombia;4;1;1;29;2;1;1;0;1;1;2;4;2;5;1;1;6;5;5;4;5;3;4;4;1;5;;;;;;4;4;4;4;4;4;1;4;Parchís  Juegos tipo mona  Juegos de simulación;5;5;4;4;3;2;1;1;5;3;4;5;2;5;5;5;1;;1;1;3;;4;Me hace olvidar la magnitud del problema por el cual estamos pasando. Creo que burlarse de lo malo ayuda a sobrellevarlo mejor;4;;5;Me gusta pensar que así ayudo a las personas a amenizar sí situación;;2;1;2;2;1;2;2;3;0;0;0;1;0
1;1;1;1;2;51;Colombia;5;1;2;32;0;1;1;1;1;1;3;4;2;5;1;2;4;2;1;1;2;5;2;5;2;1;5;2;1;2;1;1;1;1;1;1;1;1;1;;4;4;2;2;4;4;3;2;2;2;7;7;7;7;7;4;2;;1;1;4;Diversión;5;Diversión;4;Reir;3;Reir;;1;1;1;1;1;1;1;3;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;2;25;Thailand;8;1;1;12;;1;1;1;1;1;2;3;1;4;1;1;4;7;4;1;1;4;2;2;2;2;2;2;2;1;2;5;2;2;5;2;1;1;1;;2;2;2;2;6;5;3;1;1;1;7;7;7;7;7;6;1;;1;1;2;;4;;4;;4;;;1;1;1;1;1;2;1;7;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;2;24;Thailand;8;2;2;35;2;1;0;1;1;0;2;2;2;2;1;1;;;;;;;;;;;2;2;4;1;1;2;4;4;3;2;2;2;2;Identity V;;;;;;;;;;;2;2;2;2;2;4;2;;1;1;3;;3;;3;;3;;;1;4;2;2;1;1;2;7;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;0;1;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;0;1;0;0;0
1;1;1;1;1;20;Colombia;4;2;2;31;1;1;1;1;1;1;1;2;1;2;1;1;3;1;1;5;1;5;2;1;1;1;5;2;4;4;2;2;2;2;2;2;2;2;2;Juegos de pelea.;4;4;3;2;6;5;1;4;3;2;4;5;1;1;5;6;3;;2;1;2;;;;3;Son irónicos.;3;Lo hacía desde antes.;;2;1;1;2;2;1;2;3;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;0;1;0;0
1;1;1;1;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;0;1;0;0
1;1;1;1;2;33;Thailand;8;2;1;36;4;1;1;1;1;0;4;5;5;4;4;4;5;3;4;3;5;5;5;5;5;5;5;5;5;6;5;5;5;3;5;3;5;5;5;;;;;;;;;;;;4;5;5;4;4;4;3;;1;1;4;;4;;4;;3;;;2;2;2;3;2;2;3;7;0;0;0;1;0
1;1;1;1;1;25;Colombia;4;1;2;26;7;1;1;1;0;1;1;4;4;3;1;1;5;2;5;2;2;2;2;5;5;4;5;2;4;2;2;;;;;;;;;;6;6;5;1;5;5;1;1;5;1;2;2;2;2;2;4;2;Las preguntas son ambigüas y cruzan las variables, así cuando hacen una pregunta no tienen la certeza si se está de acuerdo o en de acuerdo con la variable X o variable Y, lo cual puede afectar la interpretación;1;1;3;;3;;3;;3;;;2;1;2;3;2;2;1;3;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;2;;Colombia;3;2;4;30;2;1;0;0;0;1;5;6;5;4;1;2;;;;;;;;;;;;;;;;;;;;;;;;;6;6;6;2;2;2;2;5;2;2;5;5;2;1;4;4;3;;1;1;1;;1;;3;;4;;;4;3;4;4;4;4;4;3;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;1;;colombia;4;2;4;40;5;1;1;1;1;1;5;6;7;7;1;1;6;4;6;5;5;2;7;4;7;1;6;6;6;1;1;6;4;7;6;6;4;1;1;fifa 2020;6;6;;5;1;1;1;1;1;1;5;5;4;7;6;5;1;;1;1;1;;5;;5;;5;;;1;1;1;1;1;1;1;3;0;0;0;1;0
1;1;1;1;2;19;Colombia;8;2;4;36;2;0;1;0;0;0;;;;;;;3;3;4;2;4;1;6;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;5;5;2;4;5;5;2;;1;1;3;Porque hace más fácil de sobrellevar la situación;3;Porque algunas pasan de ser divertidos, a ser hirientes;3;;5;;;3;2;4;3;2;4;4;3;0;0;0;1;0
1;1;1;1;1;19;Colombia;4;2;1;30;4;0;0;1;0;1;;;;;;;;;;;;;;;;;4;4;7;3;7;;;;;;;;;;5;4;7;7;6;6;7;4;3;2;6;6;5;7;6;1;4;La actualidad, parece estar absorbida por la tecnología y esperanzada en la ciencia para una posible solución al virus, hasta tal punto que la salud mental y física  de las personas se ha podido rastrear un deterioro.;2;2;;;;;;;;;Generalmente, las redes han sido un factor que juegan un papel importante en medio de la contingencia para la comunicación, pero al mismo tiempo dan un gran daño a la salud de las personas.;1;1;2;2;1;1;1;3;0;0;0;1;0
1;1;1;1;1;23;Colombia;5;2;3;31;4;1;1;1;1;1;6;6;4;6;4;4;2;5;6;2;6;6;6;1;2;;5;4;2;2;6;4;2;2;6;2;5;3;2;Forge of empires  2048;5;5;5;1;5;3;2;5;4;4;4;6;5;2;6;5;2;;2;2;;;;;;;;;;2;1;1;1;1;2;2;3;0;0;0;1;0
1;1;1;1;2;26;Colombia;4;1;3;32;2;1;1;0;1;1;6;6;4;5;1;1;4;5;6;5;4;1;5;6;2;1;;;;;;4;4;1;4;2;4;1;1;Algunos juegos en mi pc ya que el Internet es inestable y algunos juegos de plataformas para el celular;6;6;6;4;4;2;1;5;5;6;2;2;1;1;4;4;4;;1;1;3;A veces se digiere mejor con humor;3;El humor lo hace sencillo;3;El humor lo hace sencillo;4;Hay que pensar en otras cosas;;3;3;4;4;4;4;3;3;0;0;0;1;0
1;1;1;1;2;22;Colombia;4;1;1;45;2;1;1;1;0;1;4;4;5;6;4;1;4;1;5;5;6;2;6;6;1;1;5;5;6;2;1;;;;;;;;;;4;3;5;5;2;1;1;5;2;6;4;5;2;1;5;4;6;;1;1;1;Evitó propagar temor o angustia  frente a este virus.;2;;2;;2;;;3;2;2;3;1;2;2;3;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;0;1;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;0;1;0;0
1;1;1;1;1;19;Colombia;8;2;4;37;3;1;1;1;1;1;1;2;6;3;1;1;6;4;5;2;2;6;6;6;2;1;6;5;4;1;1;6;6;6;6;6;5;1;1;BrainTest y Preguntados;4;2;2;2;6;4;1;1;1;3;1;5;3;1;2;6;1;;1;1;1;;3;;3;;5;;;2;2;3;3;1;2;4;3;0;0;0;1;0
1;1;1;1;2;19;colombia;4;2;4;42;9;1;1;0;0;1;6;6;5;6;1;1;6;4;1;1;1;3;3;5;1;1;;;;;;;;;;;;;;;5;1;1;1;5;1;1;1;1;1;1;6;2;1;1;4;1;;2;2;;;;;;;;;;1;2;2;2;1;1;2;3;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;1;25;Colombia;4;1;3;33;0;1;1;1;0;1;5;6;2;6;1;1;2;3;1;7;1;5;4;5;1;1;3;2;1;1;1;;;;;;;;;;6;4;1;1;4;1;1;5;3;4;7;7;7;7;7;5;2;;1;1;2;Normalmente el contenido de los memes es de humor, no está relacionada con el COVID 19.;2;;3;;4;;;2;1;1;2;1;1;2;3;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;0;1;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;0;1;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;2;21;Colombia;8;2;1;33;3;1;1;0;0;0;5;1;1;5;1;1;5;5;5;1;1;6;1;5;1;1;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;1;1;1;;1;;1;;4;;;2;1;2;1;1;1;2;3;0;0;0;1;0
1;1;1;1;2;47;Colombia;5;1;3;30;1;1;1;0;0;0;1;4;1;5;1;1;3;3;1;1;1;5;1;5;1;1;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;1;1;1;;2;2;;;;;;;;;;1;1;1;1;1;1;1;3;0;0;0;1;0
1;1;1;1;1;55;Thailand;5;1;2;75;2;1;1;1;1;1;1;7;7;7;7;7;4;1;1;1;1;6;1;5;1;1;1;1;1;1;1;1;1;1;1;7;1;1;1;;2;5;1;1;4;4;1;1;1;1;1;1;1;1;1;1;1;?????????????????????????????????????????????????????????????????????????????????? 1 ???????????? ??????? ????????????????????? ?????? ???????????????????????? ??????????????????????????????????????? COVID 19. ???????????????? digitalised ????????? ???????????????????????????????? ?????????????????????????????????? ??????????????????????????????????????????????????? ?????????????? ?????????? Bluejean, traning ???? webinar ????????????????????????????????????????????????????????????????????????????????????? ?????????????????  ??????????????????????????????????????????????? 24 ?????????????? ?????????????? ????? ?????????????????????? ???????????????????????????????????????????????  ??????????????????????????????????????????? ?????? COVID 19 ???? ??????????????????????????? ?????????????????????????????????????????????  ??????????????????????????????????????????????????;2;2;;;;;;;;;??????????????????????? ???????????????????????????????????????????????????????????????????????????????????????????????????????????????? ????????;1;4;2;1;1;2;2;7;0;0;0;1;0
1;1;1;1;1;24;Colombia;4;2;2;31;2;1;1;1;1;1;2;3;2;4;2;2;2;4;5;2;3;4;2;2;2;6;2;2;2;2;2;4;2;3;4;2;3;2;2;;5;5;5;3;5;5;3;2;2;2;2;2;2;2;2;5;2;;1;2;;;3;;;;;;;1;1;2;1;1;2;1;3;0;0;0;1;0
1;1;1;1;2;;Colombia;4;2;4;;5;1;1;0;0;1;1;4;2;4;1;1;2;5;2;2;1;4;4;5;1;1;;;;;;;;;;;;;;;4;4;2;1;2;2;1;2;1;4;4;4;2;6;2;4;2;;1;2;;;2;;;;;;;2;2;4;3;2;3;2;3;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;0;1;0;0
1;1;1;1;2;27;Thailand;4;1;1;0;6;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;0;1;0;0
1;1;1;1;2;35;Thailand;5;1;1;18;4;1;1;0;0;1;2;7;2;5;1;1;4;3;3;1;2;4;2;2;4;4;;;;;;;;;;;;;;;6;5;4;3;5;5;2;6;6;4;2;4;1;1;4;4;3;;1;1;3;;4;??????????;3;;3;;;2;2;2;1;1;2;3;7;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;2;28;Thailand;8;1;4;20;3;1;1;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;0;0;1;0;0
1;1;1;1;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;0;1;0;0
1;1;1;1;;;Colombia;4;1;1;42;3;1;1;0;0;1;5;6;3;5;1;1;4;4;4;2;5;1;6;1;1;1;;;;;;;;;;;;;;;4;4;4;5;1;1;1;2;2;6;2;1;1;1;1;5;1;;1;1;1;No es un tema gracioso. Es una cuestión social de mucha seriedad;1;;1;;4;;;2;1;2;2;2;1;2;3;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;0;1;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;0;1;0;0
1;1;1;1;2;28;Colombia;5;1;2;30;1;1;1;0;0;1;5;6;2;5;2;1;2;2;2;4;1;6;5;6;1;1;;;;;;;;;;;;;;;5;4;2;1;1;1;1;6;5;4;1;1;1;1;4;6;6;;1;2;;;4;Creo que es divertido y le quita un poco de rigidez a la situación.;;;;;;2;2;2;2;2;2;2;3;0;0;0;1;0
1;1;1;1;2;33;Thailand;5;1;2;39;0;1;1;1;1;1;5;4;2;5;1;1;6;2;6;2;2;4;6;3;6;2;4;2;4;2;2;2;2;2;5;2;2;2;2;;5;4;6;1;6;5;2;4;4;5;7;7;7;7;7;3;4;;1;1;3;;4;;3;;3;;;2;2;2;4;1;2;3;7;0;0;0;1;0
1;1;1;1;2;25;Colombia;4;1;1;39;;1;1;1;1;1;3;6;1;3;1;1;2;1;1;5;3;1;6;6;1;2;4;2;1;1;1;1;1;1;1;1;1;1;1;;5;5;2;1;6;6;1;3;3;3;;;;;;5;2;;1;1;2;Una manera diferente de ver una situación puede ser de ayuda.;3;El humor siempre ayuda a aliviar un poco la situación.;3;Es una manera de enfrentar esta situación tan estresante con algo de humor y teniendo contacto con los seres queridos.;5;Porque el COVID-19 no es el único tema de conversación.;;2;1;1;2;1;1;1;3;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;0;1;0;0
1;1;1;1;1;31;Colombia;4;1;2;4;3;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;0;1;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;2;29;Thailand;5;2;2;41;2;1;1;0;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;0;0;1;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;2;25;Spain;3;2;1;34;1;1;1;0;1;1;4;5;4;4;2;1;2;4;6;2;4;4;6;4;7;7;;;;;;5;5;4;6;5;4;4;2;La bobada de parchís y un juego sobre piano;6;6;6;4;2;2;1;4;4;5;4;5;7;6;5;4;4;Muchos éxitos con este estudio, es evidente que esta pausa obligatoria en nuestras vidas si tiene muchas consecuencias a nivel psicológico en todos los que estamos aislados y más aún los que si debemos hacerlo al pie de la letra, en mi caso estando en otro país y sin ningún familiar mantenerme emocionalmente estable ha sido muy difícil. Espero entonces que esto sea de gran ayuda para otros y que en un futuro este estudio sea útil en caso de tener que repetir esta situación( Ojalá que no) ?;1;1;2;Al principio era como aliciente ya no es nada divertido;2;Porque ya es un tema que cansa y nos tienen inundados con contenido;1;Porque me tiene cansada el tema;3;Algunos son chistosos e ingeniosos;;2;2;1;3;1;1;1;3;0;0;0;1;0
1;1;1;1;2;33;Colombia;5;1;3;32;1;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;0;1;0;0
1;1;1;1;1;25;Colombia;4;2;3;28;4;1;1;0;0;1;4;3;1;5;1;1;5;2;3;2;2;2;2;4;2;2;;;;;;;;;;;;;;;4;2;2;2;5;4;1;2;1;1;2;2;2;2;2;4;1;;1;1;2;;3;;3;;4;;;1;1;2;1;1;1;1;3;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0
1;1;1;1;2;34;Thailand;8;;1;45;11;1;1;1;0;1;7;4;5;2;1;1;6;5;6;6;7;4;4;2;4;4;4;3;5;3;4;;;;;;;;;;5;5;6;3;4;4;2;4;5;4;3;3;2;2;5;6;6;;1;1;3;;4;;1;;4;;;3;2;3;2;2;2;4;7;0;0;0;1;0
1;1;1;1;1;26;Colombia;4;1;3;31;1;1;1;1;0;1;4;6;2;5;1;1;3;2;5;2;4;4;5;7;2;1;5;4;5;2;1;;;;;;;;;;5;4;6;3;6;6;1;2;2;3;2;2;2;1;4;4;3;I consider the media made a higher panic. We are totally obsessed with this topic.;1;2;;;4;I just laugh about it;;;;;;2;3;3;1;1;1;3;2;0;0;0;1;0
1;1;1;1;1;26;Colombia;4;1;1;45;0;1;1;1;0;1;6;5;4;5;1;1;4;4;1;1;1;3;4;5;1;1;2;2;2;2;2;;;;;;;;;;4;4;2;1;2;1;1;1;1;2;1;1;1;1;1;4;1;Se ha utilizado las plataformas virtuales para explorar, aprender más sobre un tema que ha generado interés anteriormente?;1;1;1;;3;;1;;3;;;1;1;1;1;2;1;1;3;0;0;0;1;0
1;1;1;1;1;74;Colombia;4;2;4;32;3;1;1;1;0;0;5;5;5;5;2;2;6;2;5;2;2;6;5;5;4;2;7;7;7;7;7;;;;;;;;;;;;;;;;;;;;2;2;2;7;2;2;2;;1;1;3;Info sharing;3;Light relief;3;Light relief;3;Share humour;;1;1;1;1;1;1;1;2;0;0;0;1;0
0;0;0;0;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;0;1;0;0
